variable,mean,min,median,max
calls,4.490396927016645,0,4.0,39
male,2.9449423815621,0,2.0,26
female,1.5454545454545454,0,1.0,13
duet,0.7880921895006402,0,0.0,10
hour_bucket,,2020-05-05T06:00:00.0,2020-07-26T13:30:00.0,2020-09-21T10:00:00.0
